Period,Org Code,Parent Org,Org name,Number of A&E attendances Type 1,Number of A&E attendances Type 2,Number of A&E attendances Other A&E Department,Number of attendances over 4hrs Type 1,Number of attendances over 4hrs Type 2,Number of attendances over 4hrs Other A&E Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-DECEMBER-2017,RQ3,Midlands And East Of England Commissioning Region,Birmingham Women's And Children's NHS Foundation Trust,5088.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,1159.0,0.0,0.0,210.0
MSitAE-DECEMBER-2017,RJF,Midlands And East Of England Commissioning Region,Burton Hospitals NHS Foundation Trust,5568.0,0.0,3922.0,1009.0,0.0,0.0,195.0,0.0,2052.0,0.0,0.0,678.0
MSitAE-DECEMBER-2017,RGT,Midlands And East Of England Commissioning Region,Cambridge University Hospitals NHS Foundation Trust,9740.0,0.0,3008.0,2119.0,0.0,2.0,31.0,0.0,3231.0,0.0,18.0,537.0
MSitAE-DECEMBER-2017,RFS,Midlands And East Of England Commissioning Region,Chesterfield Royal Hospital NHS Foundation Trust,7117.0,0.0,0.0,513.0,0.0,0.0,62.0,0.0,2219.0,0.0,0.0,1016.0
MSitAE-DECEMBER-2017,NQ108,Midlands And East Of England Commissioning Region,Clacton Hospital,0.0,0.0,2256.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RDE,Midlands And East Of England Commissioning Region,Colchester Hospital University NHS Foundation Trust,7836.0,0.0,4833.0,1454.0,0.0,0.0,312.0,0.0,2616.0,0.0,0.0,1088.0
MSitAE-DECEMBER-2017,Y03571,Midlands And East Of England Commissioning Region,Corby Urgent Care Centre,0.0,0.0,6540.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RYG,Midlands And East Of England Commissioning Region,Coventry And Warwickshire Partnership NHS Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,65.0
MSitAE-DECEMBER-2017,RTG,Midlands And East Of England Commissioning Region,Derby Teaching Hospitals NHS Foundation Trust,11184.0,0.0,4966.0,2945.0,0.0,19.0,269.0,0.0,3356.0,0.0,108.0,1383.0
MSitAE-DECEMBER-2017,RY8,Midlands And East Of England Commissioning Region,Derbyshire Community Health Services NHS Foundation Trust,0.0,0.0,5346.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NNJ,Midlands And East Of England Commissioning Region,Dhu Health Care C.I.C,0.0,0.0,2142.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RWH,Midlands And East Of England Commissioning Region,East And North Hertfordshire NHS Trust,9064.0,0.0,4009.0,2973.0,0.0,2.0,291.0,0.0,3126.0,0.0,0.0,561.0
MSitAE-DECEMBER-2017,Y03007,Midlands And East Of England Commissioning Region,Erdington GP Health & Wellbeing Wic,0.0,0.0,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NQ106,Midlands And East Of England Commissioning Region,Fryatt Hospital,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RLT,Midlands And East Of England Commissioning Region,George Eliot Hospital NHS Trust,6805.0,0.0,0.0,1155.0,0.0,0.0,276.0,0.0,1109.0,0.0,0.0,48.0
MSitAE-DECEMBER-2017,NEH06,Midlands And East Of England Commissioning Region,Haverstock Healthcare (Cheshunt Community Hospital),0.0,0.0,1358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RR1,Midlands And East Of England Commissioning Region,Heart Of England NHS Foundation Trust,19294.0,0.0,3056.0,5239.0,0.0,58.0,2089.0,0.0,6827.0,0.0,1272.0,2046.0
MSitAE-DECEMBER-2017,RY4,Midlands And East Of England Commissioning Region,Hertfordshire Community NHS Trust,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RGQ,Midlands And East Of England Commissioning Region,Ipswich Hospital NHS Trust,7259.0,0.0,920.0,1129.0,0.0,0.0,105.0,0.0,2189.0,0.0,178.0,801.0
MSitAE-DECEMBER-2017,RGP,Midlands And East Of England Commissioning Region,James Paget University Hospitals NHS Foundation Trust,5767.0,0.0,499.0,1038.0,0.0,19.0,146.0,0.0,1421.0,0.0,0.0,466.0
MSitAE-DECEMBER-2017,RNQ,Midlands And East Of England Commissioning Region,Kettering General Hospital NHS Foundation Trust,7488.0,0.0,0.0,1989.0,0.0,0.0,848.0,0.0,2632.0,0.0,0.0,402.0
MSitAE-DECEMBER-2017,C82038,Midlands And East Of England Commissioning Region,Latham House Medical Practice,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RY5,Midlands And East Of England Commissioning Region,Lincolnshire Community Health Services NHS Trust,0.0,0.0,12420.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,5.0,2.0
MSitAE-DECEMBER-2017,NJS05,Midlands And East Of England Commissioning Region,Loughborough Urgent Care Centre,0.0,0.0,4001.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RC9,Midlands And East Of England Commissioning Region,Luton And Dunstable University Hospital NHS Foundation Trust,8851.0,0.0,3982.0,240.0,0.0,0.0,0.0,0.0,2817.0,0.0,0.0,1248.0
MSitAE-DECEMBER-2017,C82009,Midlands And East Of England Commissioning Region,Market Harborough Med.Ctr,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NLO11,Midlands And East Of England Commissioning Region,Market Harborough Urgent Care Centre,0.0,0.0,617.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NLO09,Midlands And East Of England Commissioning Region,Melton Mowbray Urgent Care Centre,0.0,0.0,614.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RQ8,Midlands And East Of England Commissioning Region,Mid Essex Hospital Services NHS Trust,7996.0,0.0,425.0,2170.0,0.0,0.0,231.0,1.0,2228.0,0.0,0.0,800.0
MSitAE-DECEMBER-2017,RD8,Midlands And East Of England Commissioning Region,Milton Keynes University Hospital NHS Foundation Trust,7108.0,0.0,5265.0,1367.0,0.0,159.0,295.0,0.0,1603.0,0.0,0.0,1073.0
MSitAE-DECEMBER-2017,RM1,Midlands And East Of England Commissioning Region,Norfolk And Norwich University Hospitals NHS Foundation Trust,8658.0,0.0,2352.0,3167.0,0.0,246.0,723.0,0.0,2958.0,0.0,0.0,2109.0
MSitAE-DECEMBER-2017,RGN,Midlands And East Of England Commissioning Region,North West Anglia NHS Foundation Trust,12005.0,0.0,574.0,4007.0,0.0,0.0,444.0,0.0,3338.0,0.0,0.0,1015.0
MSitAE-DECEMBER-2017,RNS,Midlands And East Of England Commissioning Region,Northampton General Hospital NHS Trust,8620.0,945.0,1403.0,1996.0,2.0,0.0,657.0,0.0,2390.0,0.0,0.0,1193.0
MSitAE-DECEMBER-2017,NMH01,Midlands And East Of England Commissioning Region,Norwich Practices Ltd,0.0,0.0,6601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NR3,Midlands And East Of England Commissioning Region,Nottingham Citycare Partnership,0.0,0.0,4422.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RX1,Midlands And East Of England Commissioning Region,Nottingham University Hospitals NHS Trust,12340.0,1483.0,3050.0,4245.0,12.0,63.0,1109.0,0.0,4189.0,0.0,0.0,2824.0
MSitAE-DECEMBER-2017,NLO10,Midlands And East Of England Commissioning Region,Oadby & Wigston Urgent Care Centre,0.0,0.0,2231.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,C82010,Midlands And East Of England Commissioning Region,Oakham Medical Practice,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NLO12,Midlands And East Of England Commissioning Region,Oakham Urgent Care Centre,0.0,0.0,281.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,Y02428,Midlands And East Of England Commissioning Region,Putnoe Medical Centre Walk In Centre,0.0,0.0,2993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RXK,Midlands And East Of England Commissioning Region,Sandwell And West Birmingham Hospitals NHS Trust,14643.0,897.0,2325.0,3814.0,4.0,0.0,386.0,1.0,3363.0,21.0,0.0,595.0
MSitAE-DECEMBER-2017,RK5,Midlands And East Of England Commissioning Region,Sherwood Forest Hospitals NHS Foundation Trust,8479.0,0.0,4674.0,1712.0,0.0,71.0,426.0,7.0,2704.0,0.0,10.0,350.0
MSitAE-DECEMBER-2017,RXW,Midlands And East Of England Commissioning Region,Shrewsbury And Telford Hospital NHS Trust,8298.0,0.0,1733.0,3048.0,0.0,30.0,1143.0,9.0,2214.0,0.0,48.0,2087.0
MSitAE-DECEMBER-2017,R1D,Midlands And East Of England Commissioning Region,Shropshire Community Health NHS Trust,0.0,0.0,1735.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
MSitAE-DECEMBER-2017,C83023,Midlands And East Of England Commissioning Region,Sleaford Medical Group,0.0,0.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,Y02615,Midlands And East Of England Commissioning Region,South Birmingham GP Walk In Centre,0.0,0.0,5854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RJC,Midlands And East Of England Commissioning Region,South Warwickshire NHS Foundation Trust,5712.0,0.0,566.0,891.0,0.0,0.0,73.0,0.0,1778.0,0.0,0.0,277.0
MSitAE-DECEMBER-2017,RAJ,Midlands And East Of England Commissioning Region,Southend University Hospital NHS Foundation Trust,7472.0,0.0,1007.0,1935.0,0.0,45.0,16.0,0.0,2792.0,0.0,0.0,925.0
MSitAE-DECEMBER-2017,Y02961,Midlands And East Of England Commissioning Region,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RNA,Midlands And East Of England Commissioning Region,The Dudley Group NHS Foundation Trust,8410.0,0.0,6051.0,2961.0,0.0,86.0,535.0,3.0,2175.0,0.0,0.0,761.0
MSitAE-DECEMBER-2017,RQW,Midlands And East Of England Commissioning Region,The Princess Alexandra Hospital NHS Trust,8584.0,0.0,0.0,2808.0,0.0,0.0,820.0,0.0,1813.0,0.0,0.0,512.0
MSitAE-DECEMBER-2017,RCX,Midlands And East Of England Commissioning Region,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5656.0,0.0,0.0,1076.0,0.0,0.0,421.0,0.0,2297.0,0.0,0.0,684.0
MSitAE-DECEMBER-2017,RL1,Midlands And East Of England Commissioning Region,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
MSitAE-DECEMBER-2017,RL4,Midlands And East Of England Commissioning Region,The Royal Wolverhampton NHS Trust,10705.0,0.0,9138.0,2314.0,0.0,242.0,370.0,0.0,2598.0,0.0,0.0,1061.0
MSitAE-DECEMBER-2017,RWD,Midlands And East Of England Commissioning Region,United Lincolnshire Hospitals NHS Trust,11883.0,0.0,1140.0,3977.0,0.0,0.0,1144.0,0.0,3734.0,0.0,0.0,1165.0
MSitAE-DECEMBER-2017,RRK,Midlands And East Of England Commissioning Region,University Hospitals Birmingham NHS Foundation Trust,9667.0,0.0,0.0,986.0,0.0,0.0,262.0,0.0,3552.0,0.0,0.0,1146.0
MSitAE-DECEMBER-2017,RKB,Midlands And East Of England Commissioning Region,University Hospitals Coventry And Warwickshire NHS Trust,11597.0,1463.0,5761.0,3160.0,12.0,251.0,742.0,0.0,4067.0,100.0,2.0,545.0
MSitAE-DECEMBER-2017,RWE,Midlands And East Of England Commissioning Region,University Hospitals Of Leicester NHS Trust,18473.0,1591.0,0.0,5705.0,10.0,0.0,1617.0,3.0,4505.0,4.0,0.0,3883.0
MSitAE-DECEMBER-2017,RJE,Midlands And East Of England Commissioning Region,University Hospitals Of North Midlands NHS Trust,13524.0,350.0,5869.0,5545.0,0.0,74.0,1346.0,0.0,4465.0,0.0,0.0,2547.0
MSitAE-DECEMBER-2017,RBK,Midlands And East Of England Commissioning Region,Walsall Healthcare NHS Trust,6576.0,0.0,3547.0,2290.0,0.0,1.0,730.0,0.0,2209.0,0.0,0.0,666.0
MSitAE-DECEMBER-2017,ATQ02,Midlands And East Of England Commissioning Region,Walsall Urgent Care Centre (Community Site),0.0,0.0,3659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RWG,Midlands And East Of England Commissioning Region,West Hertfordshire Hospitals NHS Trust,8234.0,0.0,3453.0,2611.0,0.0,26.0,1026.0,0.0,3047.0,0.0,0.0,450.0
MSitAE-DECEMBER-2017,RGR,Midlands And East Of England Commissioning Region,West Suffolk NHS Foundation Trust,5959.0,0.0,0.0,997.0,0.0,0.0,50.0,0.0,2302.0,0.0,0.0,446.0
MSitAE-DECEMBER-2017,RWP,Midlands And East Of England Commissioning Region,Worcestershire Acute Hospitals NHS Trust,10225.0,0.0,4455.0,3663.0,0.0,11.0,1246.0,4.0,3159.0,0.0,0.0,821.0
MSitAE-DECEMBER-2017,RLQ,Midlands And East Of England Commissioning Region,Wye Valley NHS Trust,4696.0,0.0,0.0,1314.0,0.0,0.0,214.0,0.0,1346.0,0.0,0.0,242.0
MSitAE-DECEMBER-2017,REM,North Of England Commissioning Region,Aintree University Hospital NHS Foundation Trust,7436.0,0.0,6740.0,2153.0,0.0,3.0,753.0,4.0,3361.0,0.0,0.0,765.0
MSitAE-DECEMBER-2017,RCF,North Of England Commissioning Region,Airedale NHS Foundation Trust,5878.0,0.0,0.0,537.0,0.0,0.0,54.0,0.0,1210.0,0.0,0.0,802.0
MSitAE-DECEMBER-2017,RBS,North Of England Commissioning Region,Alder Hey Children's NHS Foundation Trust,5226.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,217.0
MSitAE-DECEMBER-2017,NNF70,North Of England Commissioning Region,Alfred Bean Hospital,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RFF,North Of England Commissioning Region,Barnsley Hospital NHS Foundation Trust,7483.0,0.0,0.0,1054.0,0.0,0.0,246.0,0.0,2122.0,0.0,0.0,516.0
MSitAE-DECEMBER-2017,RXL,North Of England Commissioning Region,Blackpool Teaching Hospitals NHS Foundation Trust,6086.0,0.0,11050.0,3616.0,0.0,34.0,1632.0,75.0,2370.0,0.0,0.0,914.0
MSitAE-DECEMBER-2017,RMC,North Of England Commissioning Region,Bolton NHS Foundation Trust,8894.0,0.0,1007.0,2291.0,0.0,0.0,487.0,1.0,2377.0,0.0,35.0,788.0
MSitAE-DECEMBER-2017,RAE,North Of England Commissioning Region,Bradford Teaching Hospitals NHS Foundation Trust,10439.0,0.0,1350.0,2284.0,0.0,12.0,77.0,0.0,3518.0,0.0,109.0,1275.0
MSitAE-DECEMBER-2017,NNF09,North Of England Commissioning Region,Bransholme Health Centre,0.0,0.0,1885.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RY2,North Of England Commissioning Region,Bridgewater Community Healthcare NHS Foundation Trust,0.0,0.0,12085.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RWY,North Of England Commissioning Region,Calderdale And Huddersfield NHS Foundation Trust,12653.0,0.0,0.0,1514.0,0.0,0.0,59.0,0.0,3303.0,0.0,0.0,1222.0
MSitAE-DECEMBER-2017,RLN,North Of England Commissioning Region,City Hospitals Sunderland NHS Foundation Trust,8785.0,1843.0,3094.0,2216.0,10.0,13.0,419.0,0.0,3142.0,35.0,0.0,651.0
MSitAE-DECEMBER-2017,RJR,North Of England Commissioning Region,Countess Of Chester Hospital NHS Foundation Trust,6008.0,0.0,769.0,1637.0,0.0,3.0,704.0,0.0,2304.0,0.0,0.0,511.0
MSitAE-DECEMBER-2017,RXP,North Of England Commissioning Region,County Durham And Darlington NHS Foundation Trust,11783.0,0.0,7213.0,2814.0,0.0,0.0,989.0,0.0,3869.0,0.0,0.0,1623.0
MSitAE-DECEMBER-2017,RP5,North Of England Commissioning Region,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,11104.0,0.0,2763.0,1585.0,0.0,0.0,334.0,0.0,3194.0,0.0,622.0,1023.0
MSitAE-DECEMBER-2017,RJN,North Of England Commissioning Region,East Cheshire NHS Trust,4238.0,0.0,116.0,1208.0,0.0,0.0,229.0,1.0,971.0,0.0,0.0,247.0
MSitAE-DECEMBER-2017,RXR,North Of England Commissioning Region,East Lancashire Hospitals NHS Trust,8797.0,0.0,9267.0,2583.0,0.0,291.0,677.0,4.0,3378.0,0.0,30.0,1484.0
MSitAE-DECEMBER-2017,NNF94,North Of England Commissioning Region,East Riding Community Hospital,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RR7,North Of England Commissioning Region,Gateshead Health NHS Foundation Trust,7812.0,0.0,2547.0,963.0,0.0,1.0,369.0,0.0,1806.0,0.0,0.0,358.0
MSitAE-DECEMBER-2017,RCD,North Of England Commissioning Region,Harrogate And District NHS Foundation Trust,4294.0,475.0,631.0,409.0,0.0,0.0,42.0,0.0,1108.0,0.0,0.0,499.0
MSitAE-DECEMBER-2017,NNF99,North Of England Commissioning Region,Hornsea Cottage Hospital,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RWA,North Of England Commissioning Region,Hull And East Yorkshire Hospitals NHS Trust,11156.0,0.0,735.0,2090.0,0.0,0.0,601.0,0.0,3270.0,0.0,0.0,1394.0
MSitAE-DECEMBER-2017,RV9,North Of England Commissioning Region,Humber NHS Foundation Trust,0.0,0.0,519.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RXN,North Of England Commissioning Region,Lancashire Teaching Hospitals NHS Foundation Trust,5661.0,0.0,6989.0,2155.0,0.0,223.0,662.0,1.0,2203.0,0.0,483.0,1591.0
MSitAE-DECEMBER-2017,Y01231,North Of England Commissioning Region,Lcd-Leeds-Ooh,0.0,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RR8,North Of England Commissioning Region,Leeds Teaching Hospitals NHS Trust,16757.0,0.0,3188.0,5033.0,0.0,15.0,1512.0,0.0,4800.0,0.0,0.0,1418.0
MSitAE-DECEMBER-2017,RY1,North Of England Commissioning Region,Liverpool Community Health NHS Trust,0.0,0.0,2126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RBQ,North Of England Commissioning Region,Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0
MSitAE-DECEMBER-2017,REP,North Of England Commissioning Region,Liverpool Women's NHS Foundation Trust,0.0,948.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,74.0,0.0,23.0
MSitAE-DECEMBER-2017,Y01069,North Of England Commissioning Region,Local Care Direct Ooh,0.0,0.0,3579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,R0A,North Of England Commissioning Region,Manchester University NHS Foundation Trust,21430.0,3161.0,9491.0,5355.0,48.0,27.0,1151.0,0.0,6799.0,174.0,129.0,1444.0
MSitAE-DECEMBER-2017,RW4,North Of England Commissioning Region,Mersey Care NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
MSitAE-DECEMBER-2017,RBT,North Of England Commissioning Region,Mid Cheshire Hospitals NHS Foundation Trust,5789.0,0.0,1670.0,1904.0,0.0,22.0,12.0,0.0,2079.0,0.0,0.0,954.0
MSitAE-DECEMBER-2017,RXF,North Of England Commissioning Region,Mid Yorkshire Hospitals NHS Trust,20860.0,0.0,0.0,4013.0,0.0,0.0,1414.0,1.0,4456.0,0.0,0.0,1009.0
MSitAE-DECEMBER-2017,RNL,North Of England Commissioning Region,North Cumbria University Hospitals NHS Trust,7886.0,0.0,1430.0,1287.0,0.0,4.0,406.0,0.0,2125.0,0.0,0.0,982.0
MSitAE-DECEMBER-2017,RVW,North Of England Commissioning Region,North Tees And Hartlepool NHS Foundation Trust,4288.0,0.0,11282.0,838.0,0.0,96.0,165.0,0.0,1668.0,0.0,619.0,1939.0
MSitAE-DECEMBER-2017,RTV,North Of England Commissioning Region,North West Boroughs Healthcare NHS Foundation Trust,0.0,0.0,1883.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,NLO01,North Of England Commissioning Region,Northern Doctors Urgent Care,0.0,0.0,4706.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RJL,North Of England Commissioning Region,Northern Lincolnshire And Goole NHS Foundation Trust,11252.0,0.0,1213.0,1501.0,0.0,5.0,202.0,0.0,2989.0,0.0,1.0,486.0
MSitAE-DECEMBER-2017,RTF,North Of England Commissioning Region,Northumbria Healthcare NHS Foundation Trust,8419.0,0.0,8256.0,1321.0,0.0,109.0,6.0,0.0,4301.0,0.0,45.0,640.0
MSitAE-DECEMBER-2017,Y02572,North Of England Commissioning Region,Park Community Practice,0.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RW6,North Of England Commissioning Region,Pennine Acute Hospitals NHS Trust,22680.0,0.0,10450.0,6740.0,0.0,457.0,967.0,12.0,6054.0,0.0,139.0,1452.0
MSitAE-DECEMBER-2017,RT2,North Of England Commissioning Region,Pennine Care NHS Foundation Trust,0.0,0.0,3758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,AC008,North Of England Commissioning Region,Rossendale Minor Injuries Unit,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RQ6,North Of England Commissioning Region,Royal Liverpool And Broadgreen University Hospitals NHS Trust,7498.0,1702.0,9914.0,2063.0,12.0,0.0,415.0,0.0,2437.0,36.0,0.0,946.0
MSitAE-DECEMBER-2017,RM3,North Of England Commissioning Region,Salford Royal NHS Foundation Trust,8429.0,0.0,466.0,1624.0,0.0,0.0,554.0,1.0,2854.0,0.0,0.0,375.0
MSitAE-DECEMBER-2017,AXT02,North Of England Commissioning Region,Shakespeare Walk-In Centre,0.0,0.0,3668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RCU,North Of England Commissioning Region,Sheffield Children's NHS Foundation Trust,4808.0,0.0,155.0,168.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,391.0
MSitAE-DECEMBER-2017,RHQ,North Of England Commissioning Region,Sheffield Teaching Hospitals NHS Foundation Trust,8995.0,792.0,7515.0,2718.0,0.0,0.0,737.0,0.0,3054.0,0.0,0.0,2638.0
MSitAE-DECEMBER-2017,NQT5F,North Of England Commissioning Region,Skelmersdale Walk In Centre,0.0,0.0,1802.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RTR,North Of England Commissioning Region,South Tees Hospitals NHS Foundation Trust,10938.0,0.0,1866.0,867.0,0.0,2.0,394.0,0.0,2645.0,0.0,14.0,2472.0
MSitAE-DECEMBER-2017,RE9,North Of England Commissioning Region,South Tyneside NHS Foundation Trust,5596.0,0.0,622.0,679.0,0.0,12.0,106.0,0.0,1247.0,0.0,0.0,18.0
MSitAE-DECEMBER-2017,RXG,North Of England Commissioning Region,South West Yorkshire Partnership NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
MSitAE-DECEMBER-2017,RVY,North Of England Commissioning Region,Southport And Ormskirk Hospital NHS Trust,6270.0,0.0,3618.0,1925.0,0.0,22.0,609.0,65.0,1705.0,0.0,0.0,41.0
MSitAE-DECEMBER-2017,RBN,North Of England Commissioning Region,St Helens And Knowsley Hospital Services NHS Trust,9382.0,0.0,2249.0,2524.0,0.0,7.0,624.0,0.0,3990.0,0.0,0.0,512.0
MSitAE-DECEMBER-2017,RWJ,North Of England Commissioning Region,Stockport NHS Foundation Trust,7653.0,0.0,549.0,2341.0,0.0,0.0,842.0,8.0,2804.0,0.0,0.0,880.0
MSitAE-DECEMBER-2017,RMP,North Of England Commissioning Region,Tameside And Glossop Integrated Care NHS Foundation Trust,7090.0,0.0,5640.0,1432.0,0.0,17.0,271.0,0.0,1825.0,0.0,0.0,335.0
MSitAE-DECEMBER-2017,RBV,North Of England Commissioning Region,The Christie NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0
MSitAE-DECEMBER-2017,RTD,North Of England Commissioning Region,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,10121.0,1474.0,5363.0,1177.0,25.0,8.0,185.0,0.0,2353.0,29.0,5.0,2418.0
MSitAE-DECEMBER-2017,RFR,North Of England Commissioning Region,The Rotherham NHS Foundation Trust,8139.0,0.0,0.0,1169.0,0.0,0.0,228.0,2.0,1540.0,0.0,0.0,376.0
MSitAE-DECEMBER-2017,RET,North Of England Commissioning Region,The Walton Centre NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
MSitAE-DECEMBER-2017,NNF76,North Of England Commissioning Region,The Wilberforce Health Centre,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RTX,North Of England Commissioning Region,University Hospitals Of Morecambe Bay NHS Foundation Trust,7345.0,109.0,2026.0,1387.0,0.0,53.0,282.0,15.0,2226.0,0.0,82.0,1020.0
MSitAE-DECEMBER-2017,RWW,North Of England Commissioning Region,Warrington And Halton Hospitals NHS Foundation Trust,6604.0,0.0,2725.0,1784.0,0.0,28.0,833.0,0.0,2346.0,0.0,0.0,433.0
MSitAE-DECEMBER-2017,RY7,North Of England Commissioning Region,Wirral Community NHS Foundation Trust,0.0,0.0,3235.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2017,RBL,North Of England Commissioning Region,Wirral University Teaching Hospital NHS Foundation Trust,8023.0,0.0,2931.0,2361.0,0.0,8.0,622.0,0.0,2714.0,0.0,0.0,1655.0
