Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,290085007,Breast problem (finding),225,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,297982009,Skin problem (finding),6120,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,29857009,Chest pain (finding),3590,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,2999009,Injury of ear (disorder),95,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,299972003,Sting of skin (disorder),85,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,300132001,Ear discharge (finding),940,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,300528000,Penis problem (finding),590,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,3006004,Disturbance of consciousness (finding),15,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,302866003,Hypoglycemia (disorder),*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,312608009,Laceration - injury (disorder),9015,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,312609001,Puncture wound - injury (disorder),530,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,33334006,Foreign body in digestive tract (disorder),65,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34124000,Foreign body in vagina (disorder),95,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34436003,Blood in urine (finding),1030,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,371704001,Injury due to chemical exposure (disorder),50,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,371708003,Injury caused by electrical exposure (disorder),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,385486001,Postoperative complication (disorder),235,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,386661006,Fever (finding),4350,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,386689009,Hypothermia (finding),*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,394616008,Unsteady gait (finding),240,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,398979000,Pale complexion (finding),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,399963005,Abrasion (disorder),1605,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,404640003,Dizziness (finding),1875,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,40917007,Clouded consciousness (finding),40,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,409668002,Photophobia (finding),*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,41652007,Pain in eye (finding),1650,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,417981005,Exposure to blood and/or body fluid (event),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,418363000,Itching of skin (finding),605,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,422400008,Vomiting (disorder),1300,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,422587007,Nausea (finding),205,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,427461000,Near syncope (disorder),270,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,428566005,Gestation less than 20 weeks (finding),465,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,429715006,Gestation greater than 20 weeks (finding),80,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,44077006,Numbness (finding),215,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,450724008,Injury of cervical region of back (disorder),60,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,48694002,Anxiety (finding),810,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,49650001,Dysuria (finding),5640,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,49727002,Cough (finding),11935,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,56890008,Victim of sexual aggression (finding),*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,60728008,Swollen abdomen (finding),205,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,60862001,Tinnitus (finding),140,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,62315008,Diarrhea (finding),1380,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,63102001,Visual disturbance (disorder),150,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,65958008,Hiccoughs (finding),15,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,66214007,Substance abuse (disorder),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,66857006,Hemoptysis (finding),130,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,68235000,Nasal congestion (finding),620,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,6923002,Injury of perineum (disorder),45,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,70176004,Foreign body in rectum (disorder),*,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,713514005,Muscle weakness of limb (finding),120,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,74699008,Foreign body in nose (disorder),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,75441006,Foreign body in ear (disorder),370,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,75478009,Poisoning (disorder),25,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,75705005,Red eye (disorder),1120,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,762898005,Swelling of bilateral lower limbs (finding),85,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,77880009,Rectal pain (finding),360,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,79890006,Loss of appetite (finding),60,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,80313002,Palpitations (finding),310,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,80394007,Hyperglycemia (disorder),25,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,81680005,Neck pain (finding),965,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,82271004,Injury of head (disorder),2025,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,8765009,Hematemesis (disorder),50,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,90460009,Injury of neck (disorder),325,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,91175000,Seizure (finding),20,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,93459000,Foreign body in subcutaneous tissue (disorder),685,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,95666008,Weakness of face muscles (finding),30,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,95668009,Pain in face (finding),1795,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,INVALID,INVALID,760,2019,April
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NOT SUBMITTED,NOT SUBMITTED,*,2019,April
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,214525,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),425,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),950,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,125593007,Injury of face (disorder),525,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,125666000,Burn (disorder),150,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),3340,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),4055,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),65,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),20,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,13791008,Asthenia (finding),1140,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),100,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,14760008,Constipation (finding),110,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,161152002,Social problem (finding),115,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),20,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,161891005,Backache (finding),930,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,162214009,Crying infant (finding),100,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,162356005,Earache symptom (finding),135,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),80,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),110,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,18165001,Jaundice (finding),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,182888003,Medication requested (situation),40,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),160,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),4895,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),80,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,225565007,Perineal pain (finding),80,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),880,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),250,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),25,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,247355005,Flank pain (finding),285,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,248004009,Physical aggression (finding),95,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),155,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),1935,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),365,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,25064002,Headache (finding),1335,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,26079004,Tremor (finding),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,262525000,Chest injury (disorder),175,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),50,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,267036007,Dyspnea (finding),5135,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),595,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),260,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,271594007,Syncope (disorder),800,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,271771009,Joint swelling (finding),1175,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),320,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),730,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,281398003,Groin mass (finding),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),160,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),110,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),385,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),180,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28442001,Polyuria (finding),190,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),195,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,289610003,Vaginal problem (finding),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,290085007,Breast problem (finding),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,29857009,Chest pain (finding),6900,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),20,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,300132001,Ear discharge (finding),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,300528000,Penis problem (finding),40,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),445,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),155,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),615,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),105,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),110,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3415004,Cyanosis (finding),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,34436003,Blood in urine (finding),405,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),95,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,386661006,Fever (finding),1540,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,386689009,Hypothermia (finding),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),1775,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,398979000,Pale complexion (finding),85,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,399963005,Abrasion (disorder),40,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,404640003,Dizziness (finding),785,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,40739000,Dysphagia (disorder),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),790,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,409668002,Photophobia (finding),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),95,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,41652007,Pain in eye (finding),135,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),35,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,418363000,Itching of skin (finding),35,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,421581006,Pharyngeal swelling (finding),120,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,422400008,Vomiting (disorder),695,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,422587007,Nausea (finding),45,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,422970001,Cardiac arrest due to trauma (disorder),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,427461000,Near syncope (disorder),1485,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),145,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,44077006,Numbness (finding),240,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),80,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,48694002,Anxiety (finding),265,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,49650001,Dysuria (finding),190,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,49727002,Cough (finding),605,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",35,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,60728008,Swollen abdomen (finding),90,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,60862001,Tinnitus (finding),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,62315008,Diarrhea (finding),335,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),245,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),585,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),85,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),30,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7011001,Hallucinations (finding),80,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),10,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,70407001,Stridor (finding),180,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),450,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),20,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),35,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,75478009,Poisoning (disorder),125,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,75705005,Red eye (disorder),40,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,762898005,Swelling of bilateral lower limbs (finding),40,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,77880009,Rectal pain (finding),45,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",155,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),55,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,80313002,Palpitations (finding),1210,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),210,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,81680005,Neck pain (finding),155,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,82271004,Injury of head (disorder),2330,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,83128009,Oliguria (finding),255,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),15,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),385,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),200,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,91175000,Seizure (finding),955,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),135,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),380,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,95668009,Pain in face (finding),170,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,INVALID,INVALID,900,2019,April
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,33780,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,102556003,Pain in upper limb (finding),4190,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,10601006,Pain in lower limb (finding),6525,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,125593007,Injury of face (disorder),1855,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,125666000,Burn (disorder),2045,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,127278005,Injury of upper extremity (disorder),18820,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,127279002,Injury of lower extremity (disorder),17915,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,128069005,Injury of abdomen (disorder),95,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,13094009,Apnea in the newborn (finding),*,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,13791008,Asthenia (finding),475,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,14380007,Foreign body in mouth (disorder),70,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,14760008,Constipation (finding),250,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,15188001,Hearing loss (disorder),485,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,161152002,Social problem (finding),45,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,161887000,Spontaneous bruising (disorder),10,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,161891005,Backache (finding),2240,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,162214009,Crying infant (finding),175,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,162356005,Earache symptom (finding),5075,2019,April
NNF,CITY HEALTH CARE PARTNERSHIP CIC,162784002,Unilateral leg edema (situation),280,2019,April
