Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),280,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),135,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),125,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),40,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,3415004,Cyanosis (finding),15,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,34436003,Blood in urine (finding),540,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),270,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,370977006,Frostbite (disorder),*,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),25,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),20,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),55,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,386661006,Fever (finding),4965,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,386689009,Hypothermia (finding),50,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),1595,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,398979000,Pale complexion (finding),90,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,399963005,Abrasion (disorder),210,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,404640003,Dizziness (finding),1005,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),690,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,409668002,Photophobia (finding),*,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),195,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,41652007,Pain in eye (finding),230,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),35,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),50,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,418363000,Itching of skin (finding),165,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),85,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,422400008,Vomiting (disorder),2110,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,422587007,Nausea (finding),110,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,427461000,Near syncope (disorder),560,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),2065,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),150,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,44077006,Numbness (finding),320,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),70,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),50,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,48694002,Anxiety (finding),260,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,49650001,Dysuria (finding),775,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,49727002,Cough (finding),290,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),330,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",55,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,60862001,Tinnitus (finding),20,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,62315008,Diarrhea (finding),640,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),110,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),1055,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),200,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),50,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),45,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,7011001,Hallucinations (finding),85,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),15,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,70407001,Stridor (finding),670,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),580,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),130,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),270,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,75478009,Poisoning (disorder),145,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,75705005,Red eye (disorder),290,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,77880009,Rectal pain (finding),155,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",385,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,79604008,Disorder of breast (disorder),10,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),105,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,80313002,Palpitations (finding),1160,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),325,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,81680005,Neck pain (finding),610,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,82271004,Injury of head (disorder),4625,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,83128009,Oliguria (finding),140,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),35,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),260,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),1000,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,91175000,Seizure (finding),1355,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),295,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,95320005,Disorder of skin (disorder),3110,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),320,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,95668009,Pain in face (finding),465,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,INVALID,INVALID,665,2017,April
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,3825,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,102556003,Pain in upper limb (finding),490,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10601006,Pain in lower limb (finding),915,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,12441001,Epistaxis (disorder),215,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,125593007,Injury of face (disorder),385,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,125666000,Burn (disorder),135,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,127278005,Injury of upper extremity (disorder),3140,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,127279002,Injury of lower extremity (disorder),2565,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,128069005,Injury of abdomen (disorder),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,13094009,Apnea in the newborn (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,13791008,Asthenia (finding),425,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,14380007,Foreign body in mouth (disorder),35,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,14760008,Constipation (finding),80,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,15188001,Hearing loss (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,161152002,Social problem (finding),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,161887000,Spontaneous bruising (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,161891005,Backache (finding),815,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162214009,Crying infant (finding),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162356005,Earache symptom (finding),150,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162784002,Unilateral leg edema (situation),120,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,18165001,Jaundice (finding),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,182888003,Medication requested (situation),15,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,193462001,Insomnia (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,19491003,Injury of nose (disorder),70,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,20502007,Pain in scrotum (finding),90,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,21522001,Abdominal pain (finding),2420,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,21631000119105,Limb ischemia (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,225358003,Wound care (regime/therapy),100,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,225565007,Perineal pain (finding),15,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,230145002,Difficulty breathing (finding),560,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,23168003,Speech dysfunction (finding),25,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,246679005,Discharge from eye (finding),40,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,247355005,Flank pain (finding),50,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,248004009,Physical aggression (finding),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,248020004,Bizarre behavior (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,248062006,Self-injurious behavior (finding),205,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,249624003,Blood in feces symptom (finding),120,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,25064002,Headache (finding),545,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,26079004,Tremor (finding),15,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,262525000,Chest injury (disorder),255,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,262595009,Traumatic amputation (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,262599003,Foreign body in respiratory tract (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,267036007,Dyspnea (finding),1595,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,267064002,Retention of urine (disorder),95,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,267102003,Sore throat symptom (finding),245,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,271594007,Syncope (disorder),190,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,271771009,Joint swelling (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,271807003,Eruption of skin (disorder),455,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,275319005,Swollen legs (finding),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,276464002,Injury of anus (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,281398003,Groin mass (finding),40,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,282752000,Injury of eye region (disorder),130,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,282765009,Upper back injury (disorder),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,282766005,Lower back injury (disorder),110,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,283682007,Bite - wound (disorder),60,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,28442001,Polyuria (finding),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,289530006,Bleeding from vagina (finding),255,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,289610003,Vaginal problem (finding),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,290085007,Breast problem (finding),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,297982009,Skin problem (finding),130,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,29857009,Chest pain (finding),2310,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2999009,Injury of ear (disorder),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,300132001,Ear discharge (finding),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,300528000,Penis problem (finding),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3006004,Disturbance of consciousness (finding),65,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,302866003,Hypoglycemia (disorder),35,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,312608009,Laceration - injury (disorder),225,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,312609001,Puncture wound - injury (disorder),25,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,33334006,Foreign body in digestive tract (disorder),35,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,34124000,Foreign body in vagina (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3415004,Cyanosis (finding),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,34436003,Blood in urine (finding),65,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,35489007,Depressive disorder (disorder),225,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,370977006,Frostbite (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,371704001,Injury due to chemical exposure (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,371708003,Injury caused by electrical exposure (disorder),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,385486001,Postoperative complication (disorder),25,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,386661006,Fever (finding),750,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,386689009,Hypothermia (finding),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,394616008,Unsteady gait (finding),1085,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,398979000,Pale complexion (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,399963005,Abrasion (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,404640003,Dizziness (finding),140,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,40917007,Clouded consciousness (finding),300,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,410429000,Cardiac arrest (disorder),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,41652007,Pain in eye (finding),200,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,417746004,Traumatic injury (disorder),100,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,417981005,Exposure to blood and/or body fluid (event),25,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,418363000,Itching of skin (finding),15,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,41931001,Abdominal distension (finding),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,422400008,Vomiting (disorder),545,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,422587007,Nausea (finding),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,427461000,Near syncope (disorder),670,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,428566005,Gestation less than 20 weeks (finding),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,44077006,Numbness (finding),50,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,450724008,Injury of cervical region of back (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,47609003,Foreign body in esophagus (disorder),30,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,48694002,Anxiety (finding),75,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,49650001,Dysuria (finding),90,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,49727002,Cough (finding),470,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,55899000,Foreign body on external eye (disorder),160,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,56890008,Victim of sexual aggression (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",15,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,62315008,Diarrhea (finding),170,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,63102001,Visual disturbance (disorder),40,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,65958008,Hiccoughs (finding),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,66214007,Substance abuse (disorder),280,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,66857006,Hemoptysis (finding),60,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,68235000,Nasal congestion (finding),10,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,6923002,Injury of perineum (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,7011001,Hallucinations (finding),20,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,70176004,Foreign body in rectum (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,70407001,Stridor (finding),70,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,713514005,Muscle weakness of limb (finding),50,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,74699008,Foreign body in nose (disorder),25,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,75441006,Foreign body in ear (disorder),85,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,75478009,Poisoning (disorder),205,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,75705005,Red eye (disorder),70,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,77880009,Rectal pain (finding),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,78680009,"Hospital admission, emergency, direct (procedure)",55,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,79890006,Loss of appetite (finding),40,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80313002,Palpitations (finding),180,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80394007,Hyperglycemia (disorder),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,81680005,Neck pain (finding),160,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,82271004,Injury of head (disorder),1220,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,83128009,Oliguria (finding),40,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,87317003,Respiratory arrest (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8765009,Hematemesis (disorder),115,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,87970004,Nonfatal submersion (disorder),*,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,90460009,Injury of neck (disorder),120,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,91175000,Seizure (finding),370,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,93459000,Foreign body in subcutaneous tissue (disorder),45,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,95666008,Weakness of face muscles (finding),85,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,95668009,Pain in face (finding),180,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,INVALID,INVALID,135,2017,April
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NOT SUBMITTED,NOT SUBMITTED,17265,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,102556003,Pain in upper limb (finding),590,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,10601006,Pain in lower limb (finding),895,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,12441001,Epistaxis (disorder),250,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,125593007,Injury of face (disorder),235,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,125666000,Burn (disorder),155,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,127278005,Injury of upper extremity (disorder),2940,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,127279002,Injury of lower extremity (disorder),2260,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,128069005,Injury of abdomen (disorder),10,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,13791008,Asthenia (finding),1255,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,14380007,Foreign body in mouth (disorder),85,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,14760008,Constipation (finding),60,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,15188001,Hearing loss (disorder),*,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,161152002,Social problem (finding),45,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,161887000,Spontaneous bruising (disorder),*,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,161891005,Backache (finding),690,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,162214009,Crying infant (finding),45,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,162356005,Earache symptom (finding),160,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,162784002,Unilateral leg edema (situation),125,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,18165001,Jaundice (finding),10,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,182888003,Medication requested (situation),25,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,19491003,Injury of nose (disorder),75,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,20502007,Pain in scrotum (finding),75,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,21522001,Abdominal pain (finding),2175,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,21631000119105,Limb ischemia (disorder),*,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,225358003,Wound care (regime/therapy),175,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,225565007,Perineal pain (finding),*,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,230145002,Difficulty breathing (finding),1045,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,23168003,Speech dysfunction (finding),45,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,246679005,Discharge from eye (finding),15,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,247355005,Flank pain (finding),70,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,248004009,Physical aggression (finding),15,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,248020004,Bizarre behavior (finding),15,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,248062006,Self-injurious behavior (finding),125,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,249624003,Blood in feces symptom (finding),105,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,25064002,Headache (finding),510,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,26079004,Tremor (finding),15,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,262525000,Chest injury (disorder),165,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,262599003,Foreign body in respiratory tract (disorder),*,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,267036007,Dyspnea (finding),1185,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,267064002,Retention of urine (disorder),230,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,267102003,Sore throat symptom (finding),235,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,271594007,Syncope (disorder),190,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,271771009,Joint swelling (finding),50,2017,April
RGQ,IPSWICH HOSPITAL NHS TRUST,271807003,Eruption of skin (disorder),310,2017,April
