Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
RY8AH,BUXTON HOSPITAL,450724008,Injury of cervical region of back (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,47609003,Foreign body in esophagus (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,48694002,Anxiety (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,49650001,Dysuria (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,49727002,Cough (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",*,2020,April
RY8AH,BUXTON HOSPITAL,60728008,Swollen abdomen (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,60862001,Tinnitus (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,62315008,Diarrhea (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,66214007,Substance abuse (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,66857006,Hemoptysis (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,68235000,Nasal congestion (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,6923002,Injury of perineum (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,713514005,Muscle weakness of limb (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,74699008,Foreign body in nose (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,75441006,Foreign body in ear (disorder),45,2020,April
RY8AH,BUXTON HOSPITAL,75478009,Poisoning (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,77880009,Rectal pain (finding),*,2020,April
RY8AH,BUXTON HOSPITAL,80313002,Palpitations (finding),10,2020,April
RY8AH,BUXTON HOSPITAL,80394007,Hyperglycemia (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,81680005,Neck pain (finding),25,2020,April
RY8AH,BUXTON HOSPITAL,82271004,Injury of head (disorder),285,2020,April
RY8AH,BUXTON HOSPITAL,8765009,Hematemesis (disorder),*,2020,April
RY8AH,BUXTON HOSPITAL,90460009,Injury of neck (disorder),35,2020,April
RY8AH,BUXTON HOSPITAL,93459000,Foreign body in subcutaneous tissue (disorder),80,2020,April
RY8AH,BUXTON HOSPITAL,95668009,Pain in face (finding),100,2020,April
RY8AH,BUXTON HOSPITAL,INVALID,INVALID,65,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),1575,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),3115,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1210,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,125666000,Burn (disorder),1055,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),12135,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),11490,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),120,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13791008,Asthenia (finding),2265,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),295,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14760008,Constipation (finding),395,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),70,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,161152002,Social problem (finding),110,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),35,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,161891005,Backache (finding),1850,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,162214009,Crying infant (finding),185,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,162356005,Earache symptom (finding),555,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),90,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),65,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,18165001,Jaundice (finding),40,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,182888003,Medication requested (situation),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),40,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),355,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),8845,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),40,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,225565007,Perineal pain (finding),180,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),920,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),405,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),65,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,247355005,Flank pain (finding),580,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,248004009,Physical aggression (finding),80,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),300,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),105,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),655,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,25064002,Headache (finding),2330,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,26079004,Tremor (finding),55,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,262525000,Chest injury (disorder),865,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),70,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,267036007,Dyspnea (finding),8435,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),675,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),570,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,271594007,Syncope (disorder),730,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,271771009,Joint swelling (finding),175,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),1210,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),1010,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),10,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,281398003,Groin mass (finding),75,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),330,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),260,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),1065,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),1020,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,28442001,Polyuria (finding),315,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),635,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,29857009,Chest pain (finding),7240,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),65,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,300132001,Ear discharge (finding),55,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),455,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),175,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),3415,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),570,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),220,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),40,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,34436003,Blood in urine (finding),395,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),10,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,386661006,Fever (finding),30,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,386689009,Hypothermia (finding),15,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),2170,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,398979000,Pale complexion (finding),45,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,399963005,Abrasion (disorder),190,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,404640003,Dizziness (finding),1195,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),1030,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,409668002,Photophobia (finding),10,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),85,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,41652007,Pain in eye (finding),530,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),140,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),35,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,418363000,Itching of skin (finding),85,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,422400008,Vomiting (disorder),1275,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,422587007,Nausea (finding),65,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,422970001,Cardiac arrest due to trauma (disorder),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,427461000,Near syncope (disorder),870,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),1050,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),85,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,44077006,Numbness (finding),495,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),50,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),35,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,48694002,Anxiety (finding),230,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,49650001,Dysuria (finding),635,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,49727002,Cough (finding),120,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),10,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",45,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,60862001,Tinnitus (finding),20,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,62315008,Diarrhea (finding),450,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),395,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),1745,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),100,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),25,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),35,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,7011001,Hallucinations (finding),80,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),15,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,70407001,Stridor (finding),280,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),1215,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),140,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),435,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75478009,Poisoning (disorder),510,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75705005,Red eye (disorder),620,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,77880009,Rectal pain (finding),140,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",70,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),55,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,80313002,Palpitations (finding),1775,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),290,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,81680005,Neck pain (finding),100,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,82271004,Injury of head (disorder),6100,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,83128009,Oliguria (finding),160,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),20,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),405,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),760,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,91175000,Seizure (finding),1520,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),280,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),445,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,95668009,Pain in face (finding),1110,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,INVALID,INVALID,5040,2020,April
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,8785,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),1045,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),2335,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1435,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),580,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),8080,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),6685,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),75,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),25,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13791008,Asthenia (finding),2125,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),135,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),215,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),65,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,161152002,Social problem (finding),80,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),15,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,161891005,Backache (finding),1590,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,162214009,Crying infant (finding),125,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,162356005,Earache symptom (finding),455,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),440,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),300,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18165001,Jaundice (finding),185,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,182888003,Medication requested (situation),85,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,193462001,Insomnia (disorder),10,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),80,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),380,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),7450,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),70,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),490,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,225565007,Perineal pain (finding),290,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),635,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),435,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),45,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,247355005,Flank pain (finding),1000,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,248004009,Physical aggression (finding),150,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),205,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),1740,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),600,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,25064002,Headache (finding),1670,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,26079004,Tremor (finding),50,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,262525000,Chest injury (disorder),225,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),*,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),55,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,267036007,Dyspnea (finding),4310,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),565,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),585,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,271594007,Syncope (disorder),765,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,271771009,Joint swelling (finding),110,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),920,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),500,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,281398003,Groin mass (finding),80,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),530,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),110,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),545,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),445,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,28442001,Polyuria (finding),175,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),645,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,29857009,Chest pain (finding),6265,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),50,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),275,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,300132001,Ear discharge (finding),35,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),200,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),90,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),860,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),110,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),210,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),25,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3415004,Cyanosis (finding),10,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34436003,Blood in urine (finding),345,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),70,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),20,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),1135,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,386661006,Fever (finding),2685,2020,April
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,386689009,Hypothermia (finding),30,2020,April
