Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,300132001,Ear discharge (finding),90,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,300528000,Penis problem (finding),100,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,3006004,Disturbance of consciousness (finding),50,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,302866003,Hypoglycemia (disorder),30,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,312608009,Laceration - injury (disorder),1225,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,312609001,Puncture wound - injury (disorder),75,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,33334006,Foreign body in digestive tract (disorder),55,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,34124000,Foreign body in vagina (disorder),10,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,3415004,Cyanosis (finding),15,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,34436003,Blood in urine (finding),200,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,35489007,Depressive disorder (disorder),210,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,371704001,Injury due to chemical exposure (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,371708003,Injury caused by electrical exposure (disorder),10,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,385486001,Postoperative complication (disorder),45,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,386661006,Fever (finding),1800,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,386689009,Hypothermia (finding),30,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,394616008,Unsteady gait (finding),600,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,398979000,Pale complexion (finding),20,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,399963005,Abrasion (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,404640003,Dizziness (finding),210,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,40917007,Clouded consciousness (finding),185,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,409668002,Photophobia (finding),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,410429000,Cardiac arrest (disorder),15,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,41652007,Pain in eye (finding),280,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,417746004,Traumatic injury (disorder),10,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,417981005,Exposure to blood and/or body fluid (event),30,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,418363000,Itching of skin (finding),20,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,41931001,Abdominal distension (finding),55,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,422400008,Vomiting (disorder),950,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,422587007,Nausea (finding),75,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,427461000,Near syncope (disorder),405,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,429715006,Gestation greater than 20 weeks (finding),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,44077006,Numbness (finding),95,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,450724008,Injury of cervical region of back (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,47609003,Foreign body in esophagus (disorder),70,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,48694002,Anxiety (finding),80,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,49650001,Dysuria (finding),365,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,49727002,Cough (finding),1380,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,55899000,Foreign body on external eye (disorder),175,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,56890008,Victim of sexual aggression (finding),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",20,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,60862001,Tinnitus (finding),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,62315008,Diarrhea (finding),335,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,63102001,Visual disturbance (disorder),35,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,65958008,Hiccoughs (finding),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,66214007,Substance abuse (disorder),70,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,66857006,Hemoptysis (finding),65,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,68235000,Nasal congestion (finding),40,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6923002,Injury of perineum (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7011001,Hallucinations (finding),10,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,70176004,Foreign body in rectum (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,70407001,Stridor (finding),65,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,713514005,Muscle weakness of limb (finding),35,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,74699008,Foreign body in nose (disorder),85,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,75441006,Foreign body in ear (disorder),130,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,75478009,Poisoning (disorder),290,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,75705005,Red eye (disorder),85,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,77880009,Rectal pain (finding),40,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,78680009,"Hospital admission, emergency, direct (procedure)",125,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,79890006,Loss of appetite (finding),50,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,80313002,Palpitations (finding),255,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,80394007,Hyperglycemia (disorder),50,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,81680005,Neck pain (finding),245,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,82271004,Injury of head (disorder),1995,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,83128009,Oliguria (finding),65,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,87317003,Respiratory arrest (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,8765009,Hematemesis (disorder),100,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,87970004,Nonfatal submersion (disorder),*,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,90460009,Injury of neck (disorder),170,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,91175000,Seizure (finding),215,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,93459000,Foreign body in subcutaneous tissue (disorder),135,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,95666008,Weakness of face muscles (finding),50,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,95668009,Pain in face (finding),220,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,INVALID,INVALID,105,2018,April
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NOT SUBMITTED,NOT SUBMITTED,43245,2018,April
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,13245,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),890,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),1850,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),455,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1050,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),590,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),10735,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),10180,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),150,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),15,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,13791008,Asthenia (finding),740,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),145,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),330,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),60,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,161152002,Social problem (finding),120,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),40,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,161891005,Backache (finding),910,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,162214009,Crying infant (finding),215,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,162356005,Earache symptom (finding),1110,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),115,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),80,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,18165001,Jaundice (finding),10,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,182888003,Medication requested (situation),250,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),135,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),285,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),7610,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),15,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),290,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,225565007,Perineal pain (finding),165,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),1340,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),280,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),125,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,247355005,Flank pain (finding),355,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,248004009,Physical aggression (finding),35,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),140,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),700,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),380,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,25064002,Headache (finding),1575,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,25658005,Disorder of vagina (disorder),120,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,26079004,Tremor (finding),40,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,262525000,Chest injury (disorder),775,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),10,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),90,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,267036007,Dyspnea (finding),4840,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),460,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),1385,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,271594007,Syncope (disorder),410,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,271771009,Joint swelling (finding),140,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),1765,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),190,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,275319005,Swollen legs (finding),60,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),10,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,281398003,Groin mass (finding),55,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),325,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),265,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),1065,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),715,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,28442001,Polyuria (finding),265,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),405,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,29857009,Chest pain (finding),7080,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),80,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),120,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,300132001,Ear discharge (finding),100,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),415,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),90,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),2340,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),360,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),190,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),90,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),35,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,34436003,Blood in urine (finding),375,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),75,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,370977006,Frostbite (disorder),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),25,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),30,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),190,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,386661006,Fever (finding),3155,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,386689009,Hypothermia (finding),20,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),860,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,398979000,Pale complexion (finding),35,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,399963005,Abrasion (disorder),265,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,404640003,Dizziness (finding),555,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),480,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,409668002,Photophobia (finding),15,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),35,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,41652007,Pain in eye (finding),565,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),30,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),50,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,418363000,Itching of skin (finding),85,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),65,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,422400008,Vomiting (disorder),1360,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,422587007,Nausea (finding),70,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,422970001,Cardiac arrest due to trauma (disorder),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,427461000,Near syncope (disorder),1355,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),900,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),100,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,44077006,Numbness (finding),225,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),35,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),40,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,48694002,Anxiety (finding),145,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,49650001,Dysuria (finding),970,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,49727002,Cough (finding),565,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),720,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",30,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,60862001,Tinnitus (finding),20,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,62315008,Diarrhea (finding),505,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),425,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),1230,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),115,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),50,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),45,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,7011001,Hallucinations (finding),30,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),15,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,70407001,Stridor (finding),545,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),520,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),85,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),230,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,75478009,Poisoning (disorder),310,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,75705005,Red eye (disorder),460,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,77880009,Rectal pain (finding),100,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",45,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,79604008,Disorder of breast (disorder),25,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),55,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,80313002,Palpitations (finding),1025,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),225,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,81680005,Neck pain (finding),475,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,82271004,Injury of head (disorder),4385,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,83128009,Oliguria (finding),100,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),10,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),195,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),10,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),480,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,91175000,Seizure (finding),1090,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),235,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,95320005,Disorder of skin (disorder),2720,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),300,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,95668009,Pain in face (finding),755,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,INVALID,INVALID,220,2018,April
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,10830,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),2125,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),5285,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),460,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1180,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,125666000,Burn (disorder),920,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),11050,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),10360,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),135,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13791008,Asthenia (finding),4320,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),440,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,14760008,Constipation (finding),390,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),75,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,161152002,Social problem (finding),75,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),30,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,161891005,Backache (finding),2480,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,162214009,Crying infant (finding),275,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,162356005,Earache symptom (finding),1535,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),735,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),280,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,18165001,Jaundice (finding),145,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,182888003,Medication requested (situation),635,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,193462001,Insomnia (disorder),10,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),170,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),585,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),13765,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),45,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),405,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,225565007,Perineal pain (finding),440,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),2950,2018,April
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),30,2018,April
