Period,Org Code,Parent Org,Org name,Number of A&E attendances Type 1,Number of A&E attendances Type 2,Number of A&E attendances Other A&E Department,Number of attendances over 4hrs Type 1,Number of attendances over 4hrs Type 2,Number of attendances over 4hrs Other A&E Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-DECEMBER-2018,R1J,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),GLOUCESTERSHIRE CARE SERVICES NHS TRUST,0.0,0.0,5442.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,30.0
MSitAE-DECEMBER-2018,RQW,NHS ENGLAND MIDLANDS AND EAST (EAST),THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9172.0,0.0,0.0,2482.0,0.0,0.0,546.0,6.0,2401.0,0.0,0.0,628.0
MSitAE-DECEMBER-2018,DD401,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),EXMOUTH MINOR INJURY UNIT,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,Y02428,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,1879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,ATQ02,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WALSALL URGENT CARE CENTRE (COMMUNITY SITE),0.0,0.0,3378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
MSitAE-DECEMBER-2018,REF,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),ROYAL CORNWALL HOSPITALS NHS TRUST,6341.0,0.0,9312.0,1117.0,0.0,45.0,501.0,1.0,2741.0,0.0,43.0,1131.0
MSitAE-DECEMBER-2018,RN7,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",DARTFORD AND GRAVESHAM NHS TRUST,9351.0,0.0,1494.0,2022.0,0.0,2.0,415.0,0.0,2734.0,0.0,0.0,287.0
MSitAE-DECEMBER-2018,RNA,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE DUDLEY GROUP NHS FOUNDATION TRUST,9019.0,0.0,6159.0,2819.0,0.0,1.0,848.0,1.0,2291.0,0.0,0.0,795.0
MSitAE-DECEMBER-2018,AXG,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),WILTSHIRE HEALTH & CARE,0.0,0.0,2621.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,4368.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,NMH01,NHS ENGLAND MIDLANDS AND EAST (EAST),NORWICH PRACTICES LTD,0.0,0.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RXQ,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6461.0,1209.0,5126.0,1248.0,0.0,28.0,378.0,0.0,3456.0,938.0,0.0,699.0
MSitAE-DECEMBER-2018,RR8,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),LEEDS TEACHING HOSPITALS NHS TRUST,16862.0,0.0,3566.0,4146.0,0.0,9.0,1464.0,0.0,4671.0,0.0,0.0,1468.0
MSitAE-DECEMBER-2018,RL1,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
MSitAE-DECEMBER-2018,NQ108,NHS ENGLAND MIDLANDS AND EAST (EAST),CLACTON HOSPITAL,0.0,0.0,2190.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RPC,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,991.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,354.0
MSitAE-DECEMBER-2018,RTD,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,9971.0,1626.0,7824.0,902.0,22.0,1.0,42.0,0.0,2330.0,13.0,0.0,2352.0
MSitAE-DECEMBER-2018,RL4,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE ROYAL WOLVERHAMPTON NHS TRUST,11494.0,0.0,9090.0,1440.0,0.0,161.0,148.0,0.0,2873.0,0.0,0.0,1115.0
MSitAE-DECEMBER-2018,Y02666,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),SALISBURY WALK-IN HC,0.0,0.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RYR,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,12065.0,0.0,0.0,914.0,0.0,0.0,110.0,0.0,3862.0,0.0,0.0,1392.0
MSitAE-DECEMBER-2018,RQ3,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5464.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,1232.0,0.0,0.0,197.0
MSitAE-DECEMBER-2018,Y03571,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),CORBY URGENT CARE CENTRE,0.0,0.0,6427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RNS,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8918.0,943.0,1411.0,1871.0,2.0,0.0,349.0,0.0,3194.0,0.0,0.0,1185.0
MSitAE-DECEMBER-2018,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,4379.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RJR,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6081.0,0.0,629.0,1422.0,0.0,2.0,670.0,0.0,1929.0,0.0,0.0,690.0
MSitAE-DECEMBER-2018,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13550.0,702.0,2551.0,2488.0,0.0,0.0,186.0,0.0,3659.0,0.0,0.0,760.0
MSitAE-DECEMBER-2018,RWP,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10561.0,0.0,4720.0,4426.0,0.0,2.0,1519.0,99.0,3236.0,0.0,0.0,903.0
MSitAE-DECEMBER-2018,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11701.0,0.0,0.0,2007.0,0.0,0.0,320.0,0.0,1946.0,0.0,0.0,766.0
MSitAE-DECEMBER-2018,RTR,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10665.0,0.0,1732.0,782.0,0.0,0.0,351.0,0.0,2408.0,0.0,7.0,2249.0
MSitAE-DECEMBER-2018,RVJ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),NORTH BRISTOL NHS TRUST,7706.0,0.0,0.0,1166.0,0.0,0.0,173.0,0.0,3251.0,0.0,0.0,1630.0
MSitAE-DECEMBER-2018,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,27102.0,678.0,14695.0,6311.0,4.0,82.0,1788.0,0.0,8291.0,0.0,0.0,1609.0
MSitAE-DECEMBER-2018,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13739.0,0.0,11408.0,3045.0,0.0,394.0,706.0,14.0,4853.0,0.0,0.0,547.0
MSitAE-DECEMBER-2018,RDZ,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,6159.0,1190.0,1237.0,839.0,1.0,0.0,92.0,0.0,1943.0,9.0,0.0,1292.0
MSitAE-DECEMBER-2018,RM1,NHS ENGLAND MIDLANDS AND EAST (EAST),NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9273.0,0.0,2181.0,2817.0,0.0,119.0,650.0,0.0,3013.0,0.0,0.0,2006.0
MSitAE-DECEMBER-2018,RN5,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9564.0,0.0,793.0,2349.0,0.0,0.0,1032.0,0.0,2627.0,0.0,0.0,1191.0
MSitAE-DECEMBER-2018,RLQ,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WYE VALLEY NHS TRUST,5074.0,0.0,0.0,1411.0,0.0,0.0,350.0,0.0,1440.0,0.0,0.0,202.0
MSitAE-DECEMBER-2018,NQ106,NHS ENGLAND MIDLANDS AND EAST (EAST),FRYATT HOSPITAL,0.0,0.0,453.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RA7,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,10065.0,1805.0,0.0,1960.0,52.0,0.0,347.0,0.0,3367.0,9.0,0.0,884.0
MSitAE-DECEMBER-2018,RWE,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20073.0,1551.0,0.0,5721.0,16.0,0.0,1518.0,0.0,5002.0,12.0,0.0,3262.0
MSitAE-DECEMBER-2018,RW4,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
MSitAE-DECEMBER-2018,RWA,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,11665.0,0.0,0.0,2757.0,0.0,0.0,571.0,0.0,3055.0,0.0,0.0,1537.0
MSitAE-DECEMBER-2018,RH8,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7589.0,0.0,3897.0,1090.0,0.0,1.0,107.0,3.0,2096.0,0.0,0.0,1543.0
MSitAE-DECEMBER-2018,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
MSitAE-DECEMBER-2018,RDR,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,8555.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,3.0,0.0
MSitAE-DECEMBER-2018,RRK,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,30979.0,0.0,3067.0,8981.0,0.0,36.0,2770.0,0.0,11401.0,0.0,1457.0,2995.0
MSitAE-DECEMBER-2018,RBA,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),TAUNTON AND SOMERSET NHS FOUNDATION TRUST,6246.0,0.0,0.0,597.0,0.0,0.0,31.0,0.0,2187.0,0.0,0.0,1275.0
MSitAE-DECEMBER-2018,RK9,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8635.0,193.0,3497.0,1948.0,0.0,9.0,180.0,1.0,3067.0,0.0,0.0,2189.0
MSitAE-DECEMBER-2018,NLW,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),BRISTOL COMMUNITY HEALTH,0.0,0.0,4572.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RBK,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WALSALL HEALTHCARE NHS TRUST,6894.0,0.0,3197.0,2123.0,0.0,5.0,445.0,0.0,2154.0,0.0,0.0,724.0
MSitAE-DECEMBER-2018,RMP,NHS ENGLAND NORTH (GREATER MANCHESTER),TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6922.0,0.0,4961.0,902.0,0.0,25.0,113.0,0.0,1733.0,0.0,0.0,449.0
MSitAE-DECEMBER-2018,RHU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",PORTSMOUTH HOSPITALS NHS TRUST,9936.0,669.0,1667.0,2843.0,0.0,2.0,806.0,0.0,3590.0,0.0,5.0,1553.0
MSitAE-DECEMBER-2018,RHQ,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9273.0,969.0,8353.0,2765.0,0.0,0.0,927.0,0.0,3038.0,0.0,0.0,2428.0
MSitAE-DECEMBER-2018,RKB,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12470.0,1716.0,5997.0,2775.0,6.0,114.0,476.0,0.0,4631.0,91.0,0.0,539.0
MSitAE-DECEMBER-2018,RY4,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RD8,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7149.0,0.0,4923.0,915.0,0.0,9.0,112.0,0.0,2030.0,0.0,0.0,689.0
MSitAE-DECEMBER-2018,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0
MSitAE-DECEMBER-2018,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6264.0,0.0,7877.0,2465.0,0.0,95.0,161.0,0.0,1932.0,0.0,0.0,155.0
MSitAE-DECEMBER-2018,RLN,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,9003.0,1793.0,2909.0,1551.0,14.0,9.0,266.0,0.0,3068.0,21.0,0.0,737.0
MSitAE-DECEMBER-2018,RJE,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15225.0,415.0,6544.0,4101.0,0.0,22.0,807.0,0.0,6129.0,0.0,0.0,2845.0
MSitAE-DECEMBER-2018,RP5,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11878.0,0.0,2498.0,1252.0,0.0,4.0,275.0,0.0,3443.0,0.0,465.0,893.0
MSitAE-DECEMBER-2018,RWH,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),EAST AND NORTH HERTFORDSHIRE NHS TRUST,9344.0,0.0,3847.0,1733.0,0.0,0.0,98.0,0.0,3290.0,0.0,0.0,848.0
MSitAE-DECEMBER-2018,RCX,NHS ENGLAND MIDLANDS AND EAST (EAST),"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5678.0,0.0,0.0,909.0,0.0,0.0,262.0,0.0,2066.0,0.0,0.0,881.0
MSitAE-DECEMBER-2018,RBS,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5113.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0,259.0
MSitAE-DECEMBER-2018,RMC,NHS ENGLAND NORTH (GREATER MANCHESTER),BOLTON NHS FOUNDATION TRUST,8900.0,0.0,970.0,1846.0,0.0,9.0,356.0,1.0,2277.0,0.0,25.0,679.0
MSitAE-DECEMBER-2018,RR7,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),GATESHEAD HEALTH NHS FOUNDATION TRUST,7906.0,0.0,2597.0,876.0,0.0,3.0,193.0,0.0,1877.0,0.0,0.0,259.0
MSitAE-DECEMBER-2018,Y02615,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,6309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RDE,NHS ENGLAND MIDLANDS AND EAST (EAST),EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,16135.0,0.0,5820.0,1916.0,0.0,19.0,192.0,0.0,4917.0,0.0,152.0,1846.0
MSitAE-DECEMBER-2018,RNZ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),SALISBURY NHS FOUNDATION TRUST,3980.0,238.0,1503.0,384.0,0.0,0.0,59.0,0.0,1269.0,0.0,0.0,646.0
MSitAE-DECEMBER-2018,RQ6,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,9022.0,1863.0,9566.0,3010.0,0.0,0.0,767.0,0.0,2518.0,25.0,0.0,1021.0
MSitAE-DECEMBER-2018,REM,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7617.0,0.0,340.0,1792.0,0.0,2.0,401.0,0.0,3714.0,0.0,0.0,888.0
MSitAE-DECEMBER-2018,RQ8,NHS ENGLAND MIDLANDS AND EAST (EAST),MID ESSEX HOSPITAL SERVICES NHS TRUST,8412.0,0.0,380.0,1936.0,0.0,15.0,260.0,0.0,2354.0,0.0,0.0,696.0
MSitAE-DECEMBER-2018,REP,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,1041.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,110.0,0.0,24.0
MSitAE-DECEMBER-2018,RXK,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13604.0,1009.0,3140.0,4432.0,3.0,1.0,762.0,1.0,3744.0,40.0,0.0,605.0
MSitAE-DECEMBER-2018,RD1,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6073.0,0.0,1123.0,1337.0,0.0,3.0,542.0,0.0,2596.0,0.0,16.0,1376.0
MSitAE-DECEMBER-2018,RCF,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),AIREDALE NHS FOUNDATION TRUST,5101.0,556.0,126.0,720.0,0.0,0.0,85.0,0.0,1553.0,0.0,0.0,791.0
MSitAE-DECEMBER-2018,RDD,NHS ENGLAND MIDLANDS AND EAST (EAST),BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13078.0,0.0,0.0,666.0,0.0,0.0,156.0,0.0,3399.0,0.0,0.0,259.0
MSitAE-DECEMBER-2018,RGP,NHS ENGLAND MIDLANDS AND EAST (EAST),JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6089.0,0.0,452.0,823.0,0.0,11.0,98.0,0.0,1568.0,0.0,0.0,562.0
MSitAE-DECEMBER-2018,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,17634.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,NTPAD,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",ST MARY'S NHS TREATMENT CENTRE,0.0,0.0,4876.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,6993.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,13.0,0.0,218.0
MSitAE-DECEMBER-2018,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8685.0,399.0,6415.0,2078.0,1.0,201.0,359.0,0.0,2983.0,0.0,0.0,261.0
MSitAE-DECEMBER-2018,RW1,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.0
MSitAE-DECEMBER-2018,RVW,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3905.0,0.0,10936.0,409.0,0.0,23.0,53.0,0.0,1650.0,0.0,637.0,1994.0
MSitAE-DECEMBER-2018,RGN,NHS ENGLAND MIDLANDS AND EAST (EAST),NORTH WEST ANGLIA NHS FOUNDATION TRUST,12690.0,0.0,643.0,2635.0,0.0,0.0,119.0,0.0,3597.0,0.0,0.0,1191.0
MSitAE-DECEMBER-2018,RCB,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10198.0,0.0,6373.0,2036.0,0.0,23.0,335.0,0.0,4050.0,0.0,0.0,1592.0
MSitAE-DECEMBER-2018,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10166.0,3659.0,9718.0,2651.0,7.0,78.0,699.0,5.0,3385.0,9.0,0.0,1084.0
MSitAE-DECEMBER-2018,RYG,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0
MSitAE-DECEMBER-2018,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13046.0,0.0,1366.0,2070.0,0.0,0.0,265.0,2.0,4084.0,0.0,0.0,763.0
MSitAE-DECEMBER-2018,RRF,NHS ENGLAND NORTH (GREATER MANCHESTER),"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6880.0,0.0,595.0,1699.0,0.0,3.0,112.0,0.0,2509.0,0.0,0.0,357.0
MSitAE-DECEMBER-2018,RC9,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8929.0,0.0,4034.0,247.0,0.0,0.0,28.0,0.0,2858.0,0.0,0.0,1346.0
MSitAE-DECEMBER-2018,RTF,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9198.0,0.0,9432.0,1091.0,0.0,60.0,3.0,0.0,4753.0,0.0,37.0,621.0
MSitAE-DECEMBER-2018,RPA,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",MEDWAY NHS FOUNDATION TRUST,7446.0,0.0,3043.0,1896.0,0.0,4.0,923.0,1.0,2029.0,0.0,0.0,1302.0
MSitAE-DECEMBER-2018,RHW,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",ROYAL BERKSHIRE NHS FOUNDATION TRUST,9423.0,1334.0,882.0,1587.0,33.0,0.0,270.0,0.0,3141.0,0.0,0.0,458.0
MSitAE-DECEMBER-2018,RTH,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11436.0,1410.0,480.0,1681.0,0.0,0.0,340.0,0.0,3549.0,59.0,18.0,3409.0
MSitAE-DECEMBER-2018,RWW,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,6258.0,0.0,2669.0,2064.0,0.0,45.0,1220.0,0.0,2120.0,0.0,0.0,382.0
MSitAE-DECEMBER-2018,RAE,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10566.0,0.0,1278.0,2591.0,0.0,6.0,247.0,0.0,2969.0,0.0,119.0,1763.0
MSitAE-DECEMBER-2018,RVV,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14948.0,0.0,3078.0,3709.0,0.0,11.0,572.0,0.0,4412.0,0.0,179.0,1507.0
MSitAE-DECEMBER-2018,RNL,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,7582.0,0.0,1393.0,740.0,0.0,0.0,206.0,0.0,2317.0,0.0,0.0,838.0
MSitAE-DECEMBER-2018,AC008,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),ROSSENDALE MINOR INJURIES UNIT,0.0,0.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,RT2,NHS ENGLAND NORTH (GREATER MANCHESTER),PENNINE CARE NHS FOUNDATION TRUST,0.0,0.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-DECEMBER-2018,R0A,NHS ENGLAND NORTH (GREATER MANCHESTER),MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21313.0,3285.0,8814.0,5059.0,56.0,43.0,886.0,0.0,6694.0,177.0,169.0,1501.0
MSitAE-DECEMBER-2018,RHM,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,8753.0,1369.0,1965.0,1032.0,88.0,7.0,45.0,1.0,3254.0,14.0,19.0,1795.0
MSitAE-DECEMBER-2018,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18569.0,0.0,9230.0,1267.0,0.0,146.0,71.0,0.0,4290.0,0.0,0.0,304.0
